2010,01,01,0000,218
2010,01,01,0100,214
2010,01,01,0200,210
2010,01,01,0300,206
2010,01,01,0400,204
2010,01,01,0500,202
2010,01,01,0600,201
2010,01,01,0700,199
2010,01,01,0800,197
2010,01,01,0900,208
2010,01,01,1000,226
2010,01,01,1100,245
2010,01,01,1200,261
2010,01,01,1300,275
2010,01,01,1400,284
2010,01,01,1500,287
2010,01,01,1600,283
2010,01,01,1700,269
2010,01,01,1800,257
2010,01,01,1900,248
2010,01,01,2000,241
2010,01,01,2100,236
2010,01,01,2200,231
2010,01,01,2300,225
2010,01,02,0000,220
2010,01,02,0100,215
2010,01,02,0200,212
2010,01,02,0300,208
2010,01,02,0400,205
2010,01,02,0500,203
2010,01,02,0600,202
2010,01,02,0700,200
2010,01,02,0800,199
2010,01,02,0900,209
2010,01,02,1000,228
2010,01,02,1100,246
2010,01,02,1200,263
2010,01,02,1300,276
2010,01,02,1400,285
2010,01,02,1500,288
2010,01,02,1600,284
2010,01,02,1700,270
2010,01,02,1800,257
2010,01,02,1900,247
2010,01,02,2000,240
2010,01,02,2100,235
2010,01,02,2200,230
2010,01,02,2300,224
2010,01,03,0000,219
2010,01,03,0100,214
2010,01,03,0200,211
2010,01,03,0300,207
2010,01,03,0400,204
2010,01,03,0500,201
2010,01,03,0600,200
2010,01,03,0700,198
2010,01,03,0800,197
2010,01,03,0900,207
2010,01,03,1000,226
2010,01,03,1100,244
2010,01,03,1200,260
2010,01,03,1300,274
2010,01,03,1400,283
2010,01,03,1500,285
2010,01,03,1600,281
2010,01,03,1700,268
2010,01,03,1800,255
2010,01,03,1900,246
2010,01,03,2000,238
2010,01,03,2100,233
2010,01,03,2200,228
2010,01,03,2300,222
2010,01,04,0000,216
2010,01,04,0100,211
2010,01,04,0200,209
2010,01,04,0300,204
2010,01,04,0400,201
2010,01,04,0500,199
2010,01,04,0600,197
2010,01,04,0700,195
2010,01,04,0800,194
2010,01,04,0900,204
2010,01,04,1000,224
2010,01,04,1100,242
2010,01,04,1200,259
2010,01,04,1300,273
2010,01,04,1400,282
2010,01,04,1500,285
2010,01,04,1600,281
2010,01,04,1700,267
2010,01,04,1800,254
2010,01,04,1900,244
2010,01,04,2000,237
2010,01,04,2100,231
2010,01,04,2200,226
2010,01,04,2300,220
2010,01,05,0000,214
2010,01,05,0100,209
2010,01,05,0200,207
2010,01,05,0300,202
2010,01,05,0400,199
2010,01,05,0500,197
2010,01,05,0600,196
2010,01,05,0700,193
2010,01,05,0800,192
2010,01,05,0900,202
2010,01,05,1000,221
2010,01,05,1100,240
2010,01,05,1200,257
2010,01,05,1300,272
2010,01,05,1400,281
2010,01,05,1500,284
2010,01,05,1600,280
2010,01,05,1700,266
2010,01,05,1800,252
2010,01,05,1900,242
2010,01,05,2000,234
2010,01,05,2100,229
2010,01,05,2200,224
2010,01,05,2300,218
2010,01,06,0000,213
2010,01,06,0100,208
2010,01,06,0200,204
2010,01,06,0300,200
2010,01,06,0400,198
2010,01,06,0500,195
2010,01,06,0600,194
2010,01,06,0700,191
2010,01,06,0800,190
2010,01,06,0900,200
2010,01,06,1000,220
2010,01,06,1100,239
2010,01,06,1200,257
2010,01,06,1300,271
2010,01,06,1400,281
2010,01,06,1500,284
2010,01,06,1600,280
2010,01,06,1700,266
2010,01,06,1800,251
2010,01,06,1900,241
2010,01,06,2000,233
2010,01,06,2100,228
2010,01,06,2200,224
2010,01,06,2300,218
2010,01,07,0000,212
2010,01,07,0100,207
2010,01,07,0200,204
2010,01,07,0300,200
2010,01,07,0400,197
2010,01,07,0500,193
2010,01,07,0600,192
2010,01,07,0700,189
2010,01,07,0800,187
2010,01,07,0900,197
2010,01,07,1000,216
2010,01,07,1100,235
2010,01,07,1200,252
2010,01,07,1300,267
2010,01,07,1400,276
2010,01,07,1500,279
2010,01,07,1600,275
2010,01,07,1700,262
2010,01,07,1800,247
2010,01,07,1900,237
2010,01,07,2000,229
2010,01,07,2100,223
2010,01,07,2200,219
2010,01,07,2300,214
2010,01,08,0000,209
2010,01,08,0100,204
2010,01,08,0200,201
2010,01,08,0300,197
2010,01,08,0400,194
2010,01,08,0500,190
2010,01,08,0600,189
2010,01,08,0700,186
2010,01,08,0800,184
2010,01,08,0900,194
2010,01,08,1000,213
2010,01,08,1100,233
2010,01,08,1200,251
2010,01,08,1300,265
2010,01,08,1400,275
2010,01,08,1500,278
2010,01,08,1600,274
2010,01,08,1700,261
2010,01,08,1800,246
2010,01,08,1900,236
2010,01,08,2000,228
2010,01,08,2100,222
2010,01,08,2200,218
2010,01,08,2300,212
2010,01,09,0000,207
2010,01,09,0100,202
2010,01,09,0200,199
2010,01,09,0300,195
2010,01,09,0400,192
2010,01,09,0500,188
2010,01,09,0600,187
2010,01,09,0700,185
2010,01,09,0800,183
2010,01,09,0900,193
2010,01,09,1000,212
2010,01,09,1100,232
2010,01,09,1200,250
2010,01,09,1300,265
2010,01,09,1400,274
2010,01,09,1500,278
2010,01,09,1600,274
2010,01,09,1700,261
2010,01,09,1800,246
2010,01,09,1900,235
2010,01,09,2000,227
2010,01,09,2100,222
2010,01,09,2200,218
2010,01,09,2300,211
2010,01,10,0000,206
2010,01,10,0100,201
2010,01,10,0200,198
2010,01,10,0300,194
2010,01,10,0400,191
2010,01,10,0500,187
2010,01,10,0600,185
2010,01,10,0700,183
2010,01,10,0800,181
2010,01,10,0900,192
2010,01,10,1000,211
2010,01,10,1100,231
2010,01,10,1200,249
2010,01,10,1300,263
2010,01,10,1400,272
2010,01,10,1500,275
2010,01,10,1600,272
