6295531478,745770,2795556,537763734,2,1,200,5176,220,0,0,0
6295531513,1841789,3975640,68545788,1,1,100,311,2,0,0,0
6295531517,1846071,3975608,30381681,0,1,1,311,3,0,0,0
6295531621,5042776,7118233,366898259,1,1,20,1060,6,0,0,0
6295531652,6130037,8545314,277616762,1,1,100,2120,1,0,0,0
6295531681,7145792,9598961,588704604,1,1,75,4240,1,0,0,0
6295531515,16801093,19046916,52671339,1,1,10,104,4,0,0,0
6295531557,16803539,19046928,41686964,1,1,10,207,4,0,0,0
6295532333,29472104,31264422,52671935,0,1,1,10,8,0,0,0
6295531553,30381684,32147634,57058023,0,1,1,311,3,0,0,0
6295531713,34924956,36879859,65768538,1,1,20,265,4,0,0,0
6295531623,34940745,36879847,69508721,1,1,50,750,5,0,0,0
6295532004,34944544,36879836,483041220,1,1,50,1227,61,0,0,0
6295532626,38666682,40730577,63023083,0,1,1,10,8,0,0,0
6295531555,57058026,58820920,86044200,0,1,1,311,3,0,0,0
6295534930,62983043,64803250,278920847,1,1,100,829,12,0,0,0
6295535136,63929676,65734764,551254387,1,1,100,829,12,0,0,0
6295535203,64824947,66660014,238500872,1,1,100,829,12,0,0,0
6295535268,65761814,67577559,270722367,1,1,100,829,12,0,0,0
6295535435,68538725,70393652,86044122,0,1,1,10,8,0,0,0
6295534932,79731145,81548484,177467671,1,1,50,750,5,0,0,0
6295537129,134610433,138317738,175445620,1,1,50,299,35,0,0,0
6295539047,173411741,175407830,6596129721,0,1,90,530,201,0,0,0
6295539049,173417816,175407840,200429622,0,1,1,10,8,0,0,0
6295545090,241509269,243630126,6577978995,2,1,100,530,201,0,0,0
6295545125,242620284,244579493,454800694,1,1,100,829,12,0,0,0
6295557847,266186076,268468505,296316330,0,1,1,10,8,0,0,0
6295557849,266204927,268468516,293990105,0,1,1,10,8,0,0,0
6295557594,270702154,272764599,289861056,1,1,10,104,14,0,0,0
6295557638,270713444,272764576,998444363,1,1,10,1035,14,0,0,0
6295557676,270716253,272764588,690673303,1,1,10,207,14,0,0,0
6295558134,272797995,275281926,303348423,0,1,1,10,8,0,0,0
6295557851,289795177,291870439,519257378,2,1,20,311,9,0,0,0
6295557722,289799827,291870420,494219613,1,1,80,466,14,0,0,0
6295559402,301240802,303295194,321085030,0,1,20,10,15,0,0,0
6295559421,301249174,303295170,318034161,0,1,1,311,3,0,0,0
6295559330,302284392,304360586,1434504044,2,1,42,6217,120,0,0,0
6295559178,302286889,304360546,1407754933,2,1,42,6217,120,0,0,0
6295559328,302288831,304360563,1633258809,1,1,100,2120,19,0,0,0
6295559467,318034164,319798605,349606723,0,1,1,311,3,0,0,0
6295560199,320205063,321931665,351810964,0,1,1,10,8,0,0,0
6295559510,321954871,325793089,365824082,0,1,10,104,16,0,0,0
6295559586,321962606,325792653,983160511,2,1,100,311,14,0,0,0
6295559588,321968462,325792737,676066923,2,1,50,311,14,0,0,0
6295559722,321977854,325792782,1402604363,2,1,42,6217,120,0,0,0
6295559685,325792741,326972102,676066927,0,2,35,263,14,0,0,0
6295559977,339999790,341996204,1810429374,2,1,42,6217,120,0,0,0
6295559469,349606726,351761636,390958086,0,1,1,311,3,0,0,0
6295281910,358645447,360703408,1113562894,1,1,40,2226,7,0,0,0
6295568680,377044760,379032206,589703283,2,1,15,311,18,0,0,0
6295564922,377055657,379028120,1976513407,2,1,42,6217,120,0,0,0
6295565023,377058972,379028137,2046652194,2,1,42,6217,120,0,0,0
6295568045,377060914,379028177,2454166213,2,1,42,6217,120,0,0,0
6295567924,377063680,379028154,2077081030,2,1,42,6217,120,0,0,0
6295570538,387932090,389900158,414298274,0,1,1,10,8,0,0,0
6295575956,406016567,407803471,429538262,0,1,1,10,8,0,0,0
6295570536,416777788,420022687,1093722342,2,1,100,3182,7,0,0,0
6294334017,435329601,437824517,802614945,1,1,20,311,144,0,0,0
6294334057,435332187,437824487,1518901642,1,1,10,1060,144,0,0,0
6295583835,435339797,437824498,481906921,0,1,50,259,22,0,0,0
6295584015,450433538,454757957,3213497261,1,1,10,363,14,0,0,0
6295584050,450452608,454757969,2589880418,1,1,10,155,14,0,0,0
6295584097,450454502,454757981,1060900198,1,1,10,311,14,0,0,0
6295282106,470063159,471887836,1274279536,1,1,40,2226,7,0,0,0
6295585243,470071733,471887861,677232604,2,1,20,311,9,0,0,0
6295587196,496262901,498053820,15722661826,0,1,100,207,135,0,0,0
6295586718,499448249,501167975,1037874775,2,1,15,518,14,0,0,0
6295532040,499452786,501167952,2917632820,1,1,100,1060,61,0,0,0
6295586756,499455760,501168108,546596934,1,1,50,750,5,0,0,0
6295586783,499457882,501168142,562847924,1,1,50,149,20,0,0,0
6295586754,499466137,501168027,960612889,1,1,20,622,19,0,0,0
6295586819,499468224,501168051,2566008732,2,1,30,518,14,0,0,0
6295586861,501167979,502005068,1035037127,0,40,600,6216,14,0,0,0
6295589053,508487388,510337187,535155950,0,1,1,10,8,0,0,0
6295587845,519242161,521160574,1255593508,2,1,100,3182,7,0,0,0
6295589406,537751305,540320998,790175550,2,1,100,530,144,0,0,0
6295592948,540321001,541413777,785405805,0,11,1100,5830,144,0,0,0
6295598575,542628990,544604701,906701942,1,1,50,207,21,0,0,0
6295599115,555448091,557285046,584346740,0,1,1,10,8,0,0,0
6295597573,556416332,560395678,3195632470,2,1,50,311,14,0,0,0
6295598634,556426440,560395751,1433187686,1,1,10,132,23,0,0,0
6295599556,558298879,562765691,15701814827,2,1,100,311,135,0,0,0
6295600249,562844856,564970593,15697806661,0,1,10,131,135,0,0,0
6295600737,569438976,571385233,940275591,1,1,50,1060,19,0,0,0
6295531685,588704607,590742465,672126713,1,1,100,1060,1,0,0,0
6295601887,592984625,595910129,1216402220,2,1,200,5176,220,0,0,0
6295602236,602611620,605095678,865349653,1,1,100,2120,1,0,0,0
6295602238,602615655,605095697,660479076,1,1,100,311,2,0,0,0
6295602296,603754060,606271334,995266780,0,1,30,518,61,0,0,0
6295602298,603769412,606271344,633929771,0,1,1,311,3,0,0,0
6295602845,616312386,618303406,645534367,0,1,1,10,8,0,0,0
6295602346,621339951,623230725,1162907029,2,31,6200,164486,24,0,0,0
6295602300,621345778,623231647,681207837,1,1,10,104,4,0,0,0
6295602557,621349144,623231657,648748821,1,1,10,207,4,0,0,0
6295603284,625988069,628169205,923881681,0,1,100,1060,218,0,0,0
6295603355,628188372,630009889,655479951,0,1,1,10,8,0,0,0
6295603428,633924330,635831225,1945021264,1,1,20,1909,31,0,0,0
6295602302,633929774,635831235,672126523,0,1,1,311,3,0,0,0
6295604115,653423989,660262550,909133482,2,1,93,1060,218,0,0,0
6295604361,658532380,661773210,691678103,0,1,1,10,8,0,0,0
6295604237,660262554,661773222,904361304,0,55,1100,58300,218,0,0,0
6295602344,672126526,674040336,714181290,0,1,1,311,3,0,0,0
6295613171,685040498,687785164,967557983,0,1,20,777,61,0,0,0
6295613402,689686719,691634614,962383831,0,11,550,5696,61,0,0,0
6295614640,723068171,724842353,918041869,1,1,100,829,12,0,0,0
6295614674,723947161,725799610,977870038,1,1,100,829,12,0,0,0
6295614638,737843594,739614586,766271938,1,1,50,299,35,0,0,0
6295614530,737848510,739614406,1209744496,1,1,10,1658,68,0,0,0
6295614592,737851094,739614433,1930958489,1,1,100,622,31,0,0,0
6295614636,737858900,739614574,760768412,1,1,5,4,25,0,0,0
6295616119,747266611,750510078,13712631974,1,1,12,311,13,0,0,0
6295616218,750793535,752530353,772607621,0,1,1,10,8,0,0,0
6295616220,750832791,752530364,776248276,0,1,1,10,8,0,0,0
6295616151,776239439,778012686,1498411430,2,1,50,1060,144,0,0,0
6295619315,795216568,798015343,847863726,1,1,50,750,5,0,0,0
6295625183,801696313,803505354,840775284,0,1,1,10,8,0,0,0
6295619614,814395384,816140439,1585030721,0,1,100,2120,16,0,0,0
6295665082,861805358,864075348,1195419833,2,1,32,1414,68,0,0,0
6295665167,861809337,864075361,1121320489,1,1,50,750,5,0,0,0
6295668271,898024217,900375137,923880831,0,1,1,10,8,0,0,0
6295668439,901910710,904286527,929339053,0,1,1,311,3,0,0,0
6295668823,911754301,913737198,1135332564,1,1,100,2120,1,0,0,0
6295668554,915882864,918007139,943744643,1,1,50,299,35,0,0,0
6295668607,915888201,918007163,971193232,1,1,50,299,35,0,0,0
6295668556,915893562,918007151,946608051,1,1,20,265,4,0,0,0
6295668498,929339056,931394423,960612931,0,1,1,311,3,0,0,0
6295668777,933528353,936003605,966628959,1,1,50,750,5,0,0,0
6295670442,960606912,962360955,1162048253,0,1,100,155,222,0,0,0
6295668500,960612934,962360937,996265622,0,1,1,311,3,0,0,0
6295671063,977859013,979733303,1004540841,0,1,1,10,8,0,0,0
6295671099,978793370,980632084,1003536121,0,1,1,10,8,0,0,0
6295670833,979757358,981482500,1030198758,1,1,50,750,5,0,0,0
6295670547,979762733,981481838,4669520343,1,44,7039,60691,30,0,0,0
6295671440,985998968,988266874,1005608682,0,1,1,10,8,0,0,0
6295672423,1013371463,1018426873,1291524492,0,1,30,518,61,0,0,0
6295672547,1019532674,1021742283,1146732370,2,1,100,829,222,0,0,0
6295672622,1021774461,1023736233,1146732374,0,2,200,207,222,0,0,0
6295672708,1023762237,1025797996,1386394498,1,1,10,155,27,0,0,0
6295672751,1024759564,1026820815,1472846981,1,1,10,155,27,0,0,0
6295672797,1025821421,1027871254,1487705673,1,1,10,155,27,0,0,0
6295673102,1034115498,1035946641,1060900384,0,1,1,10,8,0,0,0
6295673982,1063152587,1065756687,1360551160,2,1,12,311,27,0,0,0
6295673984,1063355709,1065756704,1458759777,2,1,12,311,27,0,0,0
6295673986,1063463608,1065756727,1463627084,2,1,12,311,27,0,0,0
6295674065,1065857846,1067857937,1463627080,0,2,20,207,27,0,0,0
6295674068,1065873619,1067857962,1458759781,0,2,20,207,27,0,0,0
6295674071,1065881207,1067857987,1360551164,0,2,20,207,27,0,0,0
6295675279,1084849299,1086752895,1270614148,0,1,20,777,61,0,0,0
6295676237,1116330615,1118128296,1138074961,0,1,1,10,8,0,0,0
6295281950,1127864950,1129746477,1651298984,1,1,40,2226,7,0,0,0
6295677195,1148505692,1150266077,1170613575,0,1,1,10,8,0,0,0
6295282224,1165046249,1166796397,2264721739,1,1,40,2226,7,0,0,0
6295677873,1182453235,1184309542,1625650574,2,1,100,3182,7,0,0,0
6295683453,1204102559,1206075948,1247481080,1,1,100,311,2,0,0,0
6295683457,1204148258,1206075925,1233326035,0,1,1,311,3,0,0,0
6295683874,1206146418,1208217934,1395582827,1,1,100,829,12,0,0,0
6295683908,1207042155,1209457082,1414075883,1,1,100,829,12,0,0,0
6295684255,1207095700,1209457071,1435765082,1,1,100,2120,1,0,0,0
6295685998,1208579471,1210709259,1545511068,1,1,20,1060,6,0,0,0
6295686000,1208582732,1210709249,1750909562,1,1,75,4240,1,0,0,0
6295683455,1214017750,1216293097,1251007138,1,1,10,104,4,0,0,0
6295683262,1214032810,1216293034,1429495240,2,1,20,311,9,0,0,0
6295689544,1226017383,1228371121,1252117858,0,1,1,10,8,0,0,0
6295687732,1233297690,1235410593,1268393831,0,1,10,104,16,0,0,0
6295687826,1233301000,1235409519,2246991248,2,1,100,3182,7,0,0,0
6295684253,1233303231,1235410581,1266232077,1,1,10,207,4,0,0,0
6295687761,1233304986,1235410607,1287263009,1,1,50,750,5,0,0,0
6295683490,1233326038,1235410619,1268393228,0,1,1,311,3,0,0,0
6295694188,1268373232,1270568227,1287262392,0,1,1,10,8,0,0,0
6295683531,1268393231,1270568216,1308087456,0,1,1,311,3,0,0,0
6295281480,1270606326,1273060629,2475410801,1,1,40,2226,7,0,0,0
6295694313,1271706399,1274206007,1794471435,2,1,200,5176,220,0,0,0
6295694760,1282915229,1286136387,1737824749,0,1,100,155,222,0,0,0
6295694352,1290477688,1292553140,1500810690,2,1,20,311,9,0,0,0
6295282133,1290485498,1292553121,2277724949,1,1,40,2226,7,0,0,0
6295695872,1306134845,1308052714,1716023791,0,1,30,518,61,0,0,0
6295696204,1314773116,1316928374,1720962853,2,1,100,829,222,0,0,0
6295696294,1317984004,1319851193,1709815087,0,2,200,207,222,0,0,0
6295697519,1334543247,1336584963,1375674382,1,1,50,299,35,0,0,0
6295696331,1334562896,1336583897,2447342667,2,1,100,3182,7,0,0,0
6295702858,1334571119,1336583879,1375674468,0,1,1,10,8,0,0,0
6295707717,1351012361,1354431929,1398969488,0,1,1,10,8,0,0,0
6295702824,1355627706,1362568708,2253641225,2,1,100,3182,7,0,0,0
6295744367,1380361272,1384764940,1694975053,0,1,20,777,61,0,0,0
6295747961,1386375150,1389942365,1693519124,0,3,150,1553,61,0,0,0
6295748386,1400148664,1402545155,1423719160,0,1,1,10,8,0,0,0
6295748569,1423710342,1426074652,1550508461,1,1,10,124,9,0,0,0
6295748627,1423713089,1426074672,1560750998,1,1,100,415,9,0,0,0
6295748629,1423715219,1426074687,1478529168,1,1,10,186,9,0,0,0
6295750248,1441706790,1444541035,1781402520,1,1,50,207,21,0,0,0
6295749114,1444604799,1446761188,1588438924,2,1,37,622,120,0,0,0
6295749933,1465002036,1467051303,1606571601,2,1,37,622,120,0,0,0
6295750327,1465004410,1467051516,1523733043,1,1,50,750,5,0,0,0
6295752479,1470755447,1472817509,1500810089,0,1,1,10,8,0,0,0
6295752508,1471813122,1473846300,1502807692,0,1,1,10,8,0,0,0
6295751465,1483709753,1485668419,1694974816,2,1,37,622,120,0,0,0
6295748702,1496520872,1498347963,1522798002,1,1,10,124,9,0,0,0
